76,1,3,2,01/04/2023-13:01:16,75,a9957cb4-8c2d-11ed-a256-cb1082eb2227
77,0,2,0,01/04/2023-14:33:45,25,40564978-8c3b-11ed-a256-cb1082eb2227
78,0,3,1,01/04/2023-15:28:52,25,78fe11a0-8c42-11ed-a256-cb1082eb2227
79,0,3,1,01/04/2023-16:03:20,50,0a76920c-8c47-11ed-a256-cb1082eb2227
80,1,2,2,01/04/2023-16:32:51,50,ce8d5ee0-8c48-11ed-a256-cb1082eb2227
81,1,2,2,01/04/2023-18:04:49,50,9669b49a-8c58-11ed-a256-cb1082eb2227
82,0,3,2,01/04/2023-19:07:42,75,8984e962-8c61-11ed-a256-cb1082eb2227
83,0,2,2,01/04/2023-20:06:18,25,cad96368-8c69-11ed-a256-cb1082eb2227
84,0,3,2,01/05/2023-03:06:22,75,d2e4838c-8ca3-11ed-a256-cb1082eb2227
85,0,2,2,01/05/2023-14:34:32,25,abdd0fa0-8d04-11ed-a256-cb1082eb2227
86,0,1,2,01/05/2023-14:46:45,50,63a8fe72-8d06-11ed-a256-cb1082eb2227
87,3,3,0,01/05/2023-15:21:48,25,a4b840ae-8d0a-11ed-a256-cb1082eb2227
88,1,3,2,01/05/2023-15:34:21,75,d475c062-8d0c-11ed-a256-cb1082eb2227
89,0,3,2,01/05/2023-16:42:44,25,f24c115a-8d15-11ed-a256-cb1082eb2227
90,0,3,0,01/05/2023-17:58:54,25,17359dca-8d1f-11ed-a256-cb1082eb2227
91,1,2,1,01/05/2023-21:23:13,50,5042e784-8d3e-11ed-a256-cb1082eb2227
92,0,3,0,01/06/2023-13:34:04,75,be0b7f48-8dc4-11ed-a256-cb1082eb2227
93,0,3,0,01/06/2023-14:55:23,25,7784a7fa-8dd0-11ed-a256-cb1082eb2227
